文本;真实一级评论数;真实点赞数;边数;最大边数;集群密度
福岛核污水首轮排海结束当地现状观察日本福岛核污水首轮排海结束，当地现状如何？日本水产品价格下跌当地时间月日正午，日本福岛第一核电站核污染水首轮排海作业结束，总计向太平洋排出吨核污水。根据东京电力公司的计划，接下来将进行设备检查，最早将于月底开始第二轮排海，今年将分次排放万吨核污水。根据新华社报道，月日，名渔业从业者向福岛地方法院提起集体诉讼，包括福岛、岩手、茨城、东京等地的渔民，他们控诉日本政府和东京电力公司的核污水排海行为侵犯了渔民的捕鱼权，还威胁公民和平生活的权利，要求立即停止。对于日本国内尤其是福岛当地来说，水产品的安全、销路和声誉现今如何？日本计划明年月底前排放轮核污染水全文观察日本福岛核污水首轮排海结束，当地现状如何？;113;876;989;9387;0.10535847448599127
福岛核污水首轮排海结束当地现状观察日本福岛核污水首轮排海结束，当地现状如何？日本水产品价格下跌当地时间月日正午，日本福岛第一核电站核污染水首轮排海作业结束，总计向太平洋排出吨核污水。根据东京电力公司的计划，接下来将进行设备检查，最早将于月底开始第二轮排海，今年展开;6;6;12;9387;0.001278363694471077
此外核污水排放前一段时间，国外也曾有多篇质疑的文章，只是日本在投放了一些媒体公关费之后，各国媒体上明显质疑声音少了。;1;5;6;9387;0.0006391818472355385
核污水首轮排海结束日本现状如何？日本福岛渔获主打自主检测据澎湃新闻当地时间月日正午，日本福岛第一核电站核污染水首轮排海作业结束，总计向太平洋排出吨核污水。根据东京电力公司的计划，接下来将进行设备检查，最早将于月底开始第二轮排海，今年将分次排放万吨核污水。日本环境省日表示，自月日排海以来，在福岛第一核电站周边海域进行每周一次的海水监测，截至日该省网站发布的三次监测结果显示，所有个监测地点的氚浓度均低于（贝克勒尔升），低于世界卫生组织的饮用水水质指标。另一方面，国际原子能机构（）月日称，该机构在福岛第一核电站附近公里海域进行独立采样分析，样本的氚浓度均低于。然而，无论是还是日本环境省，目前为止发布的检测结果仅涉及放射性核素氚，东电发布的海水取样报告也只包含氚、铯、铯。实际上，核污染水中除了氚之外，还有锶、锶、钴、碘等多种核素，目前为止仍然没有详细数据来证实这些核素对海洋生物的影响究竟有多大。对于日本国内尤其是福岛当地来说，水产品的安全、销路和声誉现今如何？;1;7;8;9387;0.000852242462980718
日本反对他国直接取样独立检测咱就是说这闸开了就关不上是吧？真就应了小日子说的他们了解中国，过不了几天就忘了这还没几天呢，大家也不关心这闸能不能关上，能不能让日本不排放核污水日货销量不降反增，国货趁机大涨世界人的记性也是这样，时间会让人忘记一切。独独小日子每天都在展开;4;114;118;9387;0.01257057632896559
日本反对他国直接取样独立检测台湾媒体说日本核污水的排放是“圆满结束”，在日本这样各种心虚的情况下，我可不觉得是圆满。日本计划明年月底前排放轮核污染水;3;48;51;9387;0.005433045701502077
日本反对他国直接取样独立检测咱就是说这闸开了就关不上是吧？真就应了小日子说的他们了解中国，过不了几天就忘了这还没几天呢，大家也不关心这闸能不能关上，能不能让日本不排放核污水日货销量不降反增，国货趁机大涨世界人的记性也是这样，时间会让人忘记一切。独独小日子每天都在想着如何嚯嚯中国就特么离谱今天我看一个官方公众号还发了一个推文，说什么“以日式服务之道，给顾客以极致的购物体验”，日子的思想渗透可真厉害，让大家觉得日本的服务真好啊所谓的“日式服务之道”，就是拉着全世界陪葬，也要排放危害及其大的核污水日本已排放超吨核污染水;4;114;118;9387;0.01257057632896559
太难受了，半夜做梦梦到日本排放核污水，来报应了假期回到家先是天灰灰后来弥漫着黄色的雾气再变成黑色的，家里赶紧关窗再下雨打雷刮风家旁边的江水涌出来还是黄色的，最后发大洪水身体被雨水淋到之后浑身发酸关键是老妈还在外面没回来日本核污水去吧;1;0;1;9387;0.00010653030787258975
日本反对他国直接取样独立检测关于日本向太平洋排放核污水这事，西方对日本采取了默认态度。这事从国际原子能机构的态度上就能看出来，表示排海计划“符合安全标准”，但“不建议”日方这么做。;3;7;10;9387;0.0010653030787258974
美国默认日本排放核污水的行为是我不买日推出任何一款产品的根本原因日本核污染水排海正式开始美国超话;0;1;1;9387;0.00010653030787258975
万自卫队带头吃海鲜，岸田文雄敦促我们一起吃，你会答应吗？日本计划今年次排放核污染水就在多个国家禁止进口日本海产品之际，日本防卫省却带头购买福岛出产的水产品，但日本全国也就万自卫队成员，怎么吃的玩全日本的水产品呢？所以，岸田文雄此前表示：将抓住双边、多边的机会，活用世界贸易组织、区域全面经济伙伴关系协定（）等贸易框架，来促使我国撤销禁令。这是要拉着咱们一块吃啊你会答应吗？不管日本怎么演，全世界都不敢吃海产品将是未来大趋势毕竟，东京电力公司的储水罐里一共有万吨核污水，以目前一次排放吨的速度，要花年时间才能排放完毕以后大海里的东西还能吃吗？谁还敢吃？而且在污水转运过程中有过泄漏，当地雨水中已经检测出了超标辐射，这就意味着福岛乃至全日本陆上的农产品也是有风险的。不过还好，咱们可是有万平方公里的超级大国，海里的鱼虾不能吃，咱们能陆上养殖比如重庆的“山城海虾”已经上市了，产能有望在短期内突破万吨相信其他海产品也已经在规模养殖的路上了。我们不妨展望一下未来，塔克拉玛干沙漠万平方公里的面积变成内陆海洋，专门养殖海产品，也是有可能的;5;24;29;9387;0.0030893789283051028
大学时期就粉的一个博主，小日本排放核污水之后还继续推日本的牌子，就让人很，好意提醒了一句，她也回复了，没想到没几天又开始秀她买到的日货，粉了那么多年的博主没有点民族大义，这种感觉跟吃了屎一样难受;1;2;3;9387;0.00031959092361776926
日本反对他国直接取样独立检测，再正常不过了。日本排放核污水本身就是有问题的。问题之下，自然要保证消息出口。这是常识问题。这要是让国外参与了检测，他们那套没危害的说辞不就被戳穿了吗？你是日本的政客，你会让周边国家直接取样检测吗？;9;316;325;9387;0.03462235005859167
这一宿舍都是人啊你买的日货将会化作一把利剑刺向自己和同胞的身体，你亲手断送了人类的未来。拒绝麻木，所以请不要做冷漠的看客正如鲁迅先生的说的：“你可以躲在角落里沉默，但是不要诋毁和嘲笑比你勇敢的人，因为他们争取到的光明也许会照耀到你”这件事与我们每个人息息相关，抵制日货生命高于一切我没有针对任何真正喜欢日本好产品的人的意思，日本想置我们于死地，日本经济有在中国，我们抵制他们的东西，他们因为经济会重新考虑排放污水的情况，如果核污水持续排放，排放年，会严重影响我国，影响我们的生命安全，你的生命应该比日本经济更重要;1;0;1;9387;0.00010653030787258975
日本中华学校下午点半放学你买的日货将会化作一把利剑刺向自己和同胞的身体，你亲手断送了人类的未来。拒绝麻木，所以请不要做冷漠的看客正如鲁迅先生的说的：“你可以躲在角落里沉默，但是不要诋毁和嘲笑比你勇敢的人，因为他们争取到的光明也许会照耀到你”这件事与我们每个人息息相关，抵制日货生命高于一切我没有针对任何真正喜欢日本好产品的人的意思，日本想置我们于死地，日本经济有在中国，我们抵制他们的东西，他们因为经济会重新考虑排放污水的情况，如果核污水持续排放，排放年，会严重影响我国，影响我们的生命安全，你的生命应该比日本经济更重要;4;32;36;9387;0.003835091083413231
果然美国机长开飞机就会坠机，不如支持一下我们《中国机长》，我怀疑这次坠机是光明会的阴谋，靠美国人查理苏的热度转移疯马秀和日本狐狸齐司礼排放核污水的热度，而且未婚夫的毛是银灰色的吧，太深了，不要用一支的花西子给他画眉毛;1;57;58;9387;0.0061787578566102055
室友：日本排放核污水我现在看动漫都不敢光明正大的看了;1;5;6;9387;0.0006391818472355385
日本反对他国直接取样独立检测，之前亿还在洗我们“拒绝日本邀请”，这下日本连你直接取样独立检测都不给了。核污水如果在日本本国处理、排放，我们也没必要去关注这些，现在他往太平洋里排，还不给你采集他的核污水样本，这不是心里有鬼是什么呢？;190;5191;5381;9387;0.5732395866624055
就在日本排放核污水的那几天温州突然在某一天下了一场超大的雨当时我在睡觉睡了之后天突然变得好好黄好黄感觉世界末日来临了一样第一张图是那天我家后门的样子好美这个小狗是张送给我的给它戴上了我的发箍哈哈本来前几天收拾行李已经把它带上了结婚我妈又把它出去了只能十一的展开;1;6;7;9387;0.0007457121551081282
日本不敢排放核污水了吗？改邪归正了？如果是这样，还真是个好消息;4;8;12;9387;0.001278363694471077
核污水个新情况，事实证明：中国的判断没错，岸田的麻烦全来了。目前，日本第一批核污水排海，已经在本月号结束了。据统计，此次一共有吨污水入海。接下来，如果按照日本人的计划，他们还会在月底开始第二批排放。整个年，他们一共计划了次排污。而按这个排法，整个行动将进行至少年。岸田文雄的算盘打得很精，但他始终不明白：这个世界，做什么事都是需要付出代价的，或早或晚。这不，就在这几天，两个新情况出现了。而这两个情况，恰恰说明：中国早前的判断没错第一个新情况，是来自俄罗斯方面。自从中国全面暂停对日本水产品的进口后，这块市场就空了出来，不少国家都有增加对华出口的意向。其中，走在最前面的就是俄罗斯。这两天的消息显示，目前又有家俄罗斯渔业企业获准对华出口产品。对俄罗斯来说，这当然是个好消息。而对日方来说，这说明早前的一种说法被打破。早前，曾有日本网友放出话来，称：“日本水产品对中国来说，是不可替代的。”为此，他们还列举出了不少日本“特有”的水产品。但事实上，中国的禁令生效这么多天，并没有出现任何日方预料的“中国吃货受不了”的情况。而现在，随着俄罗斯等国渔业的补进来，不排除过几个月，日本这块市场将被其它国家全部占完。第二个新情况，来自岸田政府。就在这几天，日媒曝出消息：岸田政府在号改组内阁，把整个高层人事安排都重新规划了一次。对日本政界来说，这是一次大地震，这意味着：不少岸田亲信可能要下台了。对此，评论认为：这是岸田文雄在“断臂求生存”。因为现在，岸田内阁的民意支持率已经降到，这在日本政界是非常低的。日方认为，只要低于了，就是一个“危险水域”。在此之前，岸田政府已经想过不少办法，希望拉一拉支持率。然而，现在看来，早前做的一切都是无用功，除了改组再无它法。走到这一步，日本媒体认为原因是多方面的：经济低迷，让民众对内阁失去信心；与中国、俄罗斯等国的关系紧张，让民众产生不满；就是这次污水排海的问题。目前，福岛县和宫城，已经有多人向法院起诉日本政府和东电公司，要求停止污水排放，并对他们进行赔偿。以上，大家看清了没，事情根本不是像一些日本政客说的那样“只有中国人反对”，连他们日本国内都有大批人不满，更别提其它亚洲国家的民众。以上两个情况，无疑暴露了岸田政府目前的困境。这也说明，早前中国对他们的判断并没有错，他们排污的做法就是损人而又不利己的。当然，目前对我们中国来说，需要特别注意的是：不排除岸田政府为了转移国内矛盾，反复将矛头指向中国。早前，日本方面已经向递了文件，“状告”中国，要求中国重新开放对日本水产业的进口。对此，咱们中国倒完全不虚。一来，理本来就在中方这边，咱也不怕在和他们论战；另一方面，关于这种类型的“上诉”，有一个较长时间的流程要走，以往的案例，动不动就是几年时间都没有个结果。因此，整体来说，的事对当下的局面倒是形成不了客观的影响。倒是岸田文雄内阁还能不能挺到事情有结果那一天，就真的不太好说了。;4;169;173;9387;0.018429743261958027
没想到东京奥运开幕式竟是预告片东京奥运开幕日本排放核污水海洋生物甜乃奈的微博视频;1;1;2;9387;0.0002130606157451795
富士山啊富士山下紫微星日本排放核污水甜乃奈的微博视频;1;3;4;9387;0.000426121231490359
日本计划明年月底前排放轮核污水，占目前总量的月日，央视援引《读卖新闻》报道称，在对首轮核污水排放结果进行确认后，最快将于月上旬启动第二轮排放。根据计划，到明年月底，东电将对核污水进行轮排放。日本核污染水首次排海今日结束网页链接七环视频的微博视频;2;0;2;9387;0.0002130606157451795
日本计划明年月底前排放轮核污水，占目前总量的月日，央视援引《读卖新闻》报道称，在对首轮核污水排放结果进行确认后，最快将于月上旬启动第二轮排放。根据计划，到明年月底，东电将对核污水进行轮排放。小央视频的微博视频;3;6;9;9387;0.0009587727708533077
掷地有声日本排放核污水态度日本人甜乃奈的微博视频;1;3;4;9387;0.000426121231490359
有谁能不信这个“日本梦”是真的？有多少国人会不惧怕？排放核污水还仅仅只是日本人实施“日本梦”的开始震憾日本梦是什么？日本第二批核污染水或月底排海花西子客服回应网传工厂在日本;1;2;3;9387;0.00031959092361776926
日民众游行抗议核污水排海月日，日本数百名民众走上东京街头，抗议福岛第一核电站向太平洋排放核污染水。今日俄罗斯的微博视频;12;279;291;9387;0.031000319590923617
当我新买了一瓶洗发水据说还是很好用的那种期待了好几天，到货后发现产地是日本时我的心情：配料表还是日本温泉水呢大概唯一值得庆幸的是它的生产日期比公布核污水排放日期早;2;0;2;9387;0.0002130606157451795
日本排放核污水怎么解释？你还知道电磁辐射？;1;49;50;9387;0.005326515393629488
帝吧超话核污水日本日本排放核污水的热度不能降每天都要发一遍揭露小本子正在进行的反人类罪行桥边男孩的微博视频;0;59;59;9387;0.006285288164482795
日本正式宣布，核污水首次排海结束首次排出了约吨，预计第二次排放将于本月下旬开始。开工没有回头箭，踏出了危险的第一步，这种对极不负责任的行为看来还会继续下去。日本核污水排海之后，海鲜的安全性还有待检验，但我国已经有了应对措施。重庆刚刚宣布，首批内陆养殖的“山城海虾”已经在盒马上市了实实在在被震惊了，这辈子也没想到内陆能产海鲜。你没看错，是远离我国海岸线的重庆。山城没有海，就自己造海在内陆地区居住的朋友可能会有同感，虽然物流进步了，但重庆市民要想吃到海虾，最近也得从公里外的广东湛江运。成本很高不说，等送到了，虾的活力也不高了。现在直接在陆地建厂养虾，通过技术攻关，人工模拟出海洋环境，而且为了达到生态平衡，不添加任何抗生素，循环使用“海水”，不对外排放造成污染。看到基地负责人的介绍，我心生诸多感慨。常有人说，日本的民族性格是“有小礼而无大义”，道歉比谁都勤快，缺德的大事一件没少干。如果以日本人的视角，连核污水都能往大海里排了，区区养虾厂的废水又算啥呢？现在山城海虾在盒马每天都供不应求，负责人还会继续加大产能，明年能达到万斤。期待咱们安全可靠的内陆好虾能造福更多消费者;3;7;10;9387;0.0010653030787258974
今天上课讲到环境污染很多学生都提到了日本排放核污水事件大家都畅所欲言谴责的做法这时有个学生站起来说：大家别担心，富士山三十年后就会喷发了我：啊真的吗？学生：真的（非常认真的表情我：你从哪里看到的啊？老师都不知道学生：我从网上看到的，富士山已经在冒烟了可笑死我了这些孩子;1;1;2;9387;0.0002130606157451795
教授要是知道了日本排放核污水的消息一定会很心痛吧。;1;0;1;9387;0.00010653030787258975
东方甄选主播调侃“是个好日子”你怎么不评论？日本排放核污水李佳琦第一时间终止与日系品牌合作的时候你怎么不发声？网络环境已经很差了，现在的网络根本听不得半句不同意见。作为央媒，不制止网暴就算了，还要再来添把火，给别人扣个大帽子;1;338;339;9387;0.03611377436880792
韩水产商贩称生意大跌成韩国海洋水产部月日表示，日本排放核污水后，韩国三大连锁超市消费额反呈上升趋势，水产方面销售也并没有受到很大影响。然而效果是否真如韩国政府的预期？凤凰记者来到首尔鹭梁津水产市场实地探访，有水产品商贩表示，销售额大概减到了一半，“日本核污水排海后，客展开;2;3;5;9387;0.0005326515393629487
日本将用亿日元处理核污染水负面信息可真的是还是花钱搞公关的有用，看这不热度下去了，时间久了人类就遗忘了？这片海洋呢？谁为它们发声？小日本毁灭吧所有支持排放核污水的人都该死;1;1;2;9387;0.0002130606157451795
强烈谴责日本排放核污水核污水海在哀鸣日本排放核污水动物保护环境日本核污水排海最新消息日本核废水排海超话日本核废水排海超话茶田汀饮品店的微博视频;1;4;5;9387;0.0005326515393629487
我要用唾沫星子淹死他日本核污水在逃叭叭鸭的微博视频;6;91;97;9387;0.010333439863641205
日本反对他国直接取样独立检测日本排放核污水日记中国长安网安哥，我要告状，我只是记录一下日本排核污水的时间，正常发关于日本排核污水的信息，没有诅咒，没有辱骂，也没有伤害中日两国友谊，中肯中正的帖子，一直被屏蔽，被限制。微博是不是有问题？再查一下他们吧。;5;17;22;9387;0.0023436667731969747
日本计划明年月前排放吨核污水，占目前核污染水总量的据日媒报道，在对首轮核污染水排放结果确认后，最快将于月上旬启动第二轮排放。根据东京电力公司此前公布的计划，到明年月底为止，东电将对核污染水进行轮排放。排放总量约为吨，占目前核污染水总量，相当于排空大约个储罐。其他超过个储罐的核污染水将在今后几十年内陆续排出。日本计划明年月底前排放轮核污染水九派新闻九派新闻的微博视频;2;7;9;9387;0.0009587727708533077
大自然终于出手了日本排放核污水地震台风甜乃奈的微博视频;-1;2;1;9387;0.00010653030787258975
碧蓝的大海却渐渐满目疮痍日本排放核污水大海海洋生物甜乃奈的微博视频;1;1;2;9387;0.0002130606157451795
我等还没出手思密达依旧稳定发挥韩国网友战斗力日本排放核污水甜乃奈的微博视频;3;108;111;9387;0.011824864173857462
日本东电排放核污水的背后是美国贝莱德集团这个最大股东搞的鬼，反制贝莱德集团让其付出代价;1;0;1;9387;0.00010653030787258975
曝都会去看疯马秀表演虽然但是有没有人还记得日本还在进行核污水排放人家已经第一次排放结束了;0;5;5;9387;0.0005326515393629487
日本最早本月下旬开始第二次核污染水排放请问，就真的没有办法阻止日本排放核污水了吗？依旧继续抵制日本排放核污水;0;9;9;9387;0.0009587727708533077
参加疯马是为了加入光明会然后混到上层打断核污水排放从而挽留民族品牌花西子的日本源头工厂花西子花西子客服回应网传工厂在日本;1;2;3;9387;0.00031959092361776926
日本计划明年月底前排放轮核污水，占目前总量的月日，央视援引《读卖新闻》报道称，在对首轮核污水排放结果进行确认后，最快将于月上旬启动第二轮排放。根据计划，到明年月底，东电将对核污水进行轮排放。（视频来源小央视频）小央视频的微博视频;2;17;19;9387;0.0020240758495792053
老兵带你看世界直击一线情况太难了，首次日本核污染水近海氚浓度达检出下限东电承认是受排海影响网友：问问岸田怎么办，问问拜登怎么办，问问世卫组织怎么办？日本排放核污水的影响有多大品茶说酒的微博视频;-4;47;43;9387;0.004580803238521359
一早听到两件事都挺有意思。一是微软宣布月起停止对俄罗斯的所有服务。俄罗斯回应，将设立激活服务器，把微软收费版软件改为免费版向全世界发放。你单方面违约放弃规则我也放弃呗，这个思路不错，值得借鉴。二是国际黑客组织对日本核污水排放问题采取了攻击行动，导致日本多家核能相关网站遭到瘫痪。还将这些被瘫痪的网站替换为警告宣言，强调海洋是全人类的共同财产，批判日本政府的行为是对人类的犯罪。有报道说网络瘫痪导致日本核污水排放暂停，虽然还有待确认，但这一事件无疑让世界看到了另一种解决问题的途径。有一点我们可以相信，就是这个世界最终起作用的并不是强权，而是客观规律。;4;141;145;9387;0.015446894641525514
河南人怎么有脸嘲笑山东人的？我知道了苹果手机不是你偷来是你捡来圣母你吗丽姐姐的关节粉粉的查看图片布噜布噜瞄了一眼你主页确认你是日本排放核污水你都会一边辱中一边说核废水无毒的蠢必;0;94;94;9387;0.010013848940023436
日本化妆品两位大妈，日本公关费亿日元，请问你们收到了几亿啊，这么为日本洗。你家祖宗知道你们为日本洗吗？中国赚钱日本花，日本变现打回家？和我有什么关系？和我当然有关系了。就像为吸毒明星花钱，钱全变成子弹打在缉毒警察身上一样你不给日本花钱，日本那来的钱去建通道，将核污水运输到公里外的地方以及北赤道附近排放你花出去的钱全变成刀子扎在国人身上，却有大言不惭有什么关系？浅亦行的主页活得自在的主页;2;0;2;9387;0.0002130606157451795
围炉梁美仪辐射水流至香港威力减弱，吁日方邀各地化验增公信力香港“围炉”时政节目第集，香港城市大学海洋污染国家重点实验室主任梁美仪教授接受嘉宾主持公共政策顾问林致茵的访问，节目由月日起一连三日播出，梁美仪教授与林致茵在第二节的访问中，讨论日本排放核污水后，对周边地区的影响，以至对香港受影响的程度；另亦有讨论日本食物进口香港的食安问题。香港日本核污染水已排海吨日本将用亿日元处理核污染水负面信息历史会记住日本政府这一笔日本水产行业哀鸿遍野网页链接橙新聞的微博视频;1;4;5;9387;0.0005326515393629487
反咬一口，日本竟要求中方赔偿千亿日元就在全世界反对日本核污水排海的声浪一刚高过一浪时，日本政府提出了一项令人惊掉下巴的要求：要求中方赔偿千亿日元，作为对日本渔业和渔民因核污水排放计划而遭受的损失的补偿。日本政府声称中方的水产品禁令违反了世贸组织的规则，但这一主张同样缺乏坚实的法律依据。世贸组织规则允许成员国在特定情况下采取限制贸易的措施，尤其是在涉及公共安全和环境保护的情况下。我国曾表示，其禁令是为了保护公民健康和安全，因此符合国际贸易规则。所以怼哥不得不问：要脸不、要脸不、要脸不？;3;13;16;9387;0.001704484925961436
谁在给东电“撑腰”？誰在給東電撐腰？背靠日本财阀，垄断日本约三分之一的电力供应，年还获日本政府注资万亿日元东电到底什么来头？东电昨天宣布完成第一次核污水排海，总计排放量达吨，最快本月下旬开始第二次排放。大公报记者核查资料发现，日本政府是东电的第一股东，持股逾半。这意味着，东电执意将核污水排入大海的决定，体现的是日本政府的决策。东电还是日本企业政治捐款的典范，福岛第一核电站发生事故前，东电管理层每年政治捐款总额约万日元，大部分流向自民党誰在給東電撐腰？;3;41;44;9387;0.004687333546393949
韩水产商贩称生意大跌成韩国海洋水产部月日表示，日本排放核污水后，韩国三大连锁超市消费额反呈上升趋势，水产方面销售也并没有受到很大影响。然而效果是否真如韩国政府的预期？凤凰记者来到首尔鹭梁津水产市场实地探访，有水产品商贩表示，销售额大概减到了一半，“日本核污水排海后，客人们的想法再怎么说也是会受到影响，排海之前跟排海之后差别很大。”他形容韩国人民及商贩都不能容忍日本排放核污水的行为，感到无奈，市面对水产品需求量大幅下降，严重打击了业界生计。（凤凰卫视）凤凰卫视的微博视频;2;3;5;9387;0.0005326515393629487
唐诗咏超话唐詩詠無懼核污水照去大阪曾爆有留意日本物業離巢後疑想移居？唐诗咏年月日歲視后唐詩詠（）去年底約滿離巢，與無綫（）結束近年的賓主關係。回復自由身的如今放慢腳步，不時相約朋友聚會，又四圍飛去旅行，享受寫意人生，十分識嘆。展开;2;16;18;9387;0.0019175455417066154
老兵带你看世界跟着凤凰卫视直击一线情况李在明绝食第天，极度虚弱，几乎只能躺卧，靠水和盐维持生命韩另一在野代表探望网友：你是韩国最帅的男人日本排放核污水的影响有多大品茶说酒的微博视频;46;253;299;9387;0.03185256205390433
今天日本第一轮核污水就排放完了不知道以后会怎么样，今天早起拉粑粑的时候，看到小日子还修了管道，距离他们近海公里才开始排，真他娘的大聪明;0;1;1;9387;0.00010653030787258975
说真话知真相超话韩国反核污水老头日水和盐保持身体能量，日再躺床真出事小尹和日本怎么收场网友：地球之大，反对核污水排放第一人，必须说真话知真相星球之音的微博视频;1;13;14;9387;0.0014914243102162564
小日子排放核污水的热度是越来越低了，说明几百亿公关起到作用了，看到很多视频发现国外绝大多数的人都还都不知道这件事，跟地球和海洋里的生物一样无助又无能为力日本核污水日本第一批核污水排放吨日本核污染水排海天后海洋啥样;3;1;4;9387;0.000426121231490359
就在日本完成核污水第一阶段排海计划之际，网上突然出现了一个视频，核辐射监测显示：大海其实早就被严重核污染了，这就是欧洲国家不反对日本排放核污水的原因。必须高度警惕日本政府亿日元公关费正在为日本进一步排放核污水做无害化辩护：核污水排海影响不了食品安全，人们一直都在吃着海鲜;1;2;3;9387;0.00031959092361776926
日本网民：往海里排放核污水，他们有的人选择赞成，的人选择反对。;82;175;257;9387;0.027378289123255566
瞄了一眼你主页确认你是日本排放核污水你都会一边辱中一边说核废水无毒的蠢必;4;94;98;9387;0.010439970171513796
日本排放核污水，为何西方国家集体沉默，原因在这儿，它们都是一条水沟里的臭虫，彼此彼此，所以也就默许鬼子祸害人类。丶木子井的微博视频;1;14;15;9387;0.0015979546180888463
为什么最近感觉各种乱七八糟的病毒都开始冒出来，而且日本又排放核污水，都不知道能活到多久后。唉，能活一天是一天吧，对自己好一点，能满足自己的就尽量去满足自己吧。现在开始每天上班坚持戴口罩，我还不想太快被传染那些乱七八糟的病毒。;2;2;4;9387;0.000426121231490359
说真话知真相超话月日，韩国女市民为支持李在明绝食国会门口削发，网友：日本排放核污水就是发动核战争，就是污染海洋，破坏人类共同生活的家园。坚决反对日本排放核污水说真话知真相网页链接;-3;102;99;9387;0.010546500479386385
日本驻华大使馆：日本排放核污染水，除了美国支持我们，英国也支持日本核污水排海;38;360;398;9387;0.04239906253329072
我们也敦促小日子自己把核废水喝了一玄少一它以为暂时停排咱就又又又可以上当了蓝色夜晚的记忆中国将继续敦促日本终止排放核污水;1;985;986;9387;0.1050388835623735
开心周报的视频年高中生上大分，写歌为大海发声日本，这才是该有的样子。日本已排放超吨核污染水坚决抵制日本排放核污水;1;0;1;9387;0.00010653030787258975
日本将捕捞到的首批数万吨新鲜的三文鱼，计划运往挪威销售。挪威是欧洲国家，正好在月初解除了对日本水产品的禁令，而日本则月日开始，向海洋排放核污水。挪威本国有足够的水产品供应，为什么还要进口日本的水产品呢？;8;30;38;9387;0.004048151699158411
日本第二次核污水排海最早月下旬开始日本首轮核污水排海累计立方米据央视新闻援引日本《产经新闻》报道，日本东京电力公司今天将完成福岛第一核电站核污染水首次约吨的海洋排放。预计第二次排放最早将于本月下旬开始。日本首轮核污水排海结束据日媒报道，东京电力公司尚未明确第二次排放的时间。“在首次排放后，我们将对稀释和排放设备进行全面检查，并回顾首次排放的操作记录等。”东京电力公司此前的一份声明称，当地时间月日，一条转移核污染水的管线发出泄漏警报，但没有检测到实际泄漏。据中新网报道，由于排污管道内会残留少量核污染水，东京电力公司在月日使用工业用水对排污管道进行了全面清洗，随后开始着手第二批次排污。按计划，年内，日本总共将分次排出万吨核污染水。有数据显示，在正式排污开始前，核污染水已存到了万吨，要把核污染水全部排完，上述操作还将循环多次，整个排污过程至少需要年。;24;51;75;9387;0.00798977309044423
被核污染水浸泡的世界超话日本已排放核污水吨，还在继续。;1;1;2;9387;0.0002130606157451795
华为浏览器日本完成首次核污水排海，约吨二轮排放时间是网页链接;1;2;3;9387;0.00031959092361776926
花西子客服回应网传工厂在日本讲道理，“花西子”这个名字就感觉很日式，是不是因为最近日本核污水排放启动，所以不想和日本有任何瓜葛了那么之前的视频就是虚假宣传了哦;-1;11;10;9387;0.0010653030787258974
視后唐詩詠自去年約滿離巢後，無約一身輕嘅佢生活過得相當寫意，並不時喺社交網分享周遊列國嘅靚相，而最近頻頻去日本玩嘅佢，其實早於年就透露過想喺日本置業。雖然近期日本排放核污水話題喺全球各地掀起熱話，唔少港人都選擇改去其他地方旅行，不過唐詩詠睇嚟就未驚過，近日唔止現身大阪街頭，畀網友野生捕捉嘅佢，仲相當親民咁大方合照。只見打扮低調樸素嘅佢，雖然着灰襯牛仔褲，不過即使頭髮放晒落嚟，戴住副黑超都仍然星味濃，白滑美肌更係一啲都睇唔出佢已經歲。;4;13;17;9387;0.0018110152338340257
吃完饭去上课结果突然下雨了本来想着又可以淋雨玩了突然想起日本排放核污水了要少淋雨我真的是恨死了;3;9;12;9387;0.001278363694471077
日本岁男子性侵岁女子致死就说小本干不出来正常的人的事吧，前有排放核污水，后有普通人干这事，吐没有人性，的请呼吸岁本应该颐养天年的;7;377;384;9387;0.040907638223074465
所以日本核污水的热度是过去了吗？那群狗还在不停的排放呢;2;0;2;9387;0.0002130606157451795
第一轮核污水计划在月底排放，现在有越来越多的主播在传播歪理，鼓励大家去吃海鲜，他们的良心这么快就被核污水污染了吗？日本核废水日本民众就核污水排海提起集体诉讼;3;9;12;9387;0.001278363694471077
日本核污水第一次排海今日将结束一个热知识：日本有办法解决核废水，但是成本太高不舍得花钱冷知识处理排放核污水的舆论的钱已经超过了处理核污水的钱;1;7;8;9387;0.000852242462980718
日本东京电力公司今天将完成福岛第一核电站核污染水首次约吨的海洋排放。第二次核污水排海时间计划在本月下旬，估计第二次排放量可能会更大，第一次得逞了、第二次就更加肆无忌惮了，况且有美国和韩国大力支持，日本会抓紧这个机会。;1;3;4;9387;0.000426121231490359
李佳琦超话日本排放核污水李佳琦开始抵制日货赔付违约金没人说现在针对一些黑粉说了不合时宜的话就被大家对号入座围起来骂，甚至有的根本没看过他直播不知他产品如何售后如何扪心自问网暴他人对自己本身有什么好处，说白了也不过是各取所需他为大家争取最好的权益我们也图得他比别处便宜，积点口德吧;4;40;44;9387;0.004687333546393949
日本核污水第一次排海今日将结束，核污染水首次排放约吨。东电称最早月下旬开始第二次排放，台风“鸳鸯”侵袭日，是否影响排海受关注。日本今日结束第一次核污水排海日本核污染水第二次排海或月下旬开始日本第一批核污水共吨天桥融媒的微博视频;15;8;23;9387;0.002450197081069564
