发布者;IP属地;帖子账号粉丝数;转发数;评论数;点赞数;文本;话题;一级账号粉丝数;用户名;评论属地;评论内容;评论时间;评论点赞数;主题相似度;标记
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;36;少女次元录;海外;给实体经济一点活路吧;2023-10-24 20:29:54;0;0.0608548277834538;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;16;善良的小阿瑾;山西;直播现在是很普遍啊;2023-10-24 19:18:18;0;0.0608548277834538;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;1071;Fchlezglcz;其他;没有那么容易倒闭的。;2023-10-24 20:23:57;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;40;殘風晓月JackSun;其他;不会直接倒闭，但确实会收到影响;2023-10-24 19:49:28;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;27;炸鲜奶专用;其他;那肯定是不可能陨落的;2023-10-24 19:26:17;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;104;Vv玫瑰孤岛vV;河南;直播带货还需要加强管理啊;2023-10-24 19:17:19;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;48;Jojeszy;其他;怎么说呢，反正肯定是有竞争的;2023-10-24 19:06:41;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;101;Wwwpj_;广西;还不至于到这种极端;2023-10-24 18:21:40;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;36;Ccc5小灰灰;其他;啥意思这个没看懂;2023-10-24 17:47:28;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;1103;Zzzyynnx;海外;我没看过他直播;2023-10-24 16:46:51;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;153;米粒kii;河南;说的挺有道理的，连着这肯定会互补;2023-10-24 16:17:47;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;595;甜甜的巧;北京;可是现在很多人喜欢在实体店试衣服，再去网上买[偷笑];2023-10-24 18:47:17;3;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;31;沐沐沐沐沐妤吖;辽宁;肯定不会倒闭的，有的还是喜欢去实体店。;2023-10-24 15:36:06;2;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;31;喃喃蜜语1;内蒙古;买衣服还是实体靠谱;2023-10-24 19:44:44;0;0.0517546247736675;1
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;31;欧气小木子;其他;各有各的选择;2023-10-24 16:11:25;0;0.0517546247736675;1
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;31;小南偱勾勾;广东;各有各的好;2023-10-24 15:44:58;0;0.0517546247736675;1
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;12;我先睡一会会可以吗;其他;只在淘宝买东西[允悲];2023-10-25 18:01:01;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;690;Miracle行走;陕西;现在的实体经济也真的是受到了很大的压制。;2023-10-25 11:26:36;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;76;秋叶冰糖;江苏;希望实体经济也要加油;2023-10-25 10:38:41;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;15;卡琳可爱;江苏;带货不盲目;2023-10-25 08:50:46;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;18;你的胖子1;其他;带货实时热播榜;2023-10-25 08:41:08;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;12925;jkoo-闷厮儿;河南;实体不会倒闭的。我们河南的胖东来就是一个例子，节假日根本都挤不进去。全国各地甚至世界各地的人都在里头买东西。现在的问题不是实体和电商之争，而是电商自己和直播带货之争。如果根据共同富裕的精神，直播带货，一个主播就能抢整个平台几千万小卖家的收入。也是一种垄断。;2023-10-25 01:07:40;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;23;在努力的蝎子莱莱;其他;共同繁荣我也觉得没错;2023-10-25 00:21:56;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;1342;jiayi_爱吃肉肉的招财猫m;山东;实体店光是租金这一块就不少;2023-10-24 23:51:27;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;1340;梦随之缘;广东;其实实体店还是一直会存在的，不过会有一定的影响;2023-10-24 22:59:08;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;64;杜康的燕子;其他;应该不至于吧;2023-10-24 22:27:05;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;74;xiao红尘88;江苏;有些是必须要有线下实体的[doge];2023-10-24 22:17:09;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;400;尹尹是我;其他;现在电商直播的兴起对实体来说还是有影响的尤其是像一些大主播一场直播下来都要赚好多钱，这些是普通人一辈子都没办法做到的;2023-10-24 21:54:54;1;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;400;梦随之缘;广东;那可不，那些大主播赚得很多;2023-10-24 22:59:42;0;0.0517546247736675;1
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;71;单富东;山西;尤其疫情这几年实体经济越来越差;2023-10-24 21:23:05;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;71;单富东;山西;实体经济现在真的是不好呀;2023-10-24 21:22:57;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;2117;船长飞扬;新疆;这个必须要规范;2023-10-24 21:06:51;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;267;柒柒咖啡豆;其他;我都是需要啥就买啥;2023-10-24 21:05:12;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;493;小锦鲤妖精;山东;这个结局不是一时半会形成的;2023-10-24 20:53:56;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;493;小锦鲤妖精;山东;其实也不是一丝半点儿的;2023-10-24 20:53:50;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;66;在一起319;北京;其实我觉得多多少少还是有一些影响吧我们这里光实体超市都倒闭好几个了;2023-10-24 20:49:54;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;494;星河小雨落;四川;我现在买服装都是在实体店买的;2023-10-24 20:45:07;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;117;霖磐199106;广西;我觉得还是有很大影响的;2023-10-24 20:41:37;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;575;星空陨落之夜月长叹;湖南;实体先考虑自己服务态度再来说这些鬼话吧[二哈]我这么多年实体购物经验表示，活该[二哈];2023-10-24 20:24:38;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;471;离经叛道Y;安徽;现在直播感觉也是要加强监管了;2023-10-24 20:04:00;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;70;香菜是我头号敌人;其他;电商发展越来越好;2023-10-24 19:52:39;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;145;喃喃蜜语1;内蒙古;电商经济的流量太大了，很多实体经济被破停;2023-10-24 19:44:20;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;285;期待刘总归来;河北;不能野蛮生长的，得好好规范。规划的;2023-10-24 19:27:55;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;25;多会能回来;其他;非常应该好好规范的了，得好好整治下;2023-10-24 19:20:07;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;53;乐游原·;广东;相辅相成，密不可分;2023-10-24 19:16:08;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;92;巨人谢苗;其他;电商现在经济发展的还是很棒的。;2023-10-24 18:56:57;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;1657;紫轩a亦蝶;江苏;直播间的东西我是从来不买的。;2023-10-24 18:54:32;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;30;爆辣口味的深V女郎;湖南;现在直播带货谁不爱的呢;2023-10-24 18:45:36;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;22;虚拟的赚钱机;广西;现在主播希望不要太乱搞了。[允悲][允悲];2023-10-24 18:36:25;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;250;伴山的松树;广东;现实是头牌主播们凭着加人们给他的影响力，拼命的把商家的利润压到最低，来成就他们的利益最大化，然而消费者并没有得到多少实惠，最后最吃亏还是供货商。;2023-10-24 18:28:01;1;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;216;赵是赵志阳的赵-;江苏;确实哪有那么容易倒闭;2023-10-24 18:19:53;0;0.0517546247736675;0
小满;陕西;0;89;185;468;针对网上流传电商的兴起导致实体店铺倒闭，让实体经济陨落这一观点，小杨哥在直播间回应称，实体不会陨落的，并表示二者是相辅相成的。疯狂小杨哥回应电商挤压实体经济满谈企业然而，电商挤压实体经济发展，却是不争的现实，疫情后的大环境不好，更让这种对比变得强烈，大众消费在降级，电商满足展开;#疯狂小杨哥回应电商挤压实体经济##满谈企业#;72;W_星期天去散步;其他;我觉得说的没错，两个都应该并存;2023-10-24 18:05:24;0;0.0517546247736675;0
