发布者;IP属地;帖子账号粉丝数;转发数;评论数;点赞数;文本;话题;一级账号粉丝数;用户名;评论属地;评论内容;评论时间;评论点赞数;主题相似度;标记
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;192;糖-百-苦;广东;回复@知知就不知:搜搜美国取消中国发展中国家地位帖子下面，有多少人喊穷;2023-09-02 09:05:55;0;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;895;红日中天时-;上海;它吃屎，不代表屎能吃[允悲];2023-09-01 06:15:01;94;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;895;卖火柴的氨基酸;其他;很有道理;2023-09-02 08:02:17;0;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;895;劉大师198706;其他;这是准备好能吃的，你让他们开个船在福岛海面上现掉现吃~最好捞海水上来煮，他们干嘛？;2023-09-01 13:35:10;0;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;895;SPH_XIASHI;其他;赞👍！;2023-09-01 08:13:34;1;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;37;良哥关注;山东;二战有人用身体测试了核，今天有人用身体在测试核---历史总是相似的！;2023-09-01 02:40:43;37;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;37;良哥关注;山东;回复@雪山飞猫aa:它们希望别人吃;2023-09-01 12:19:50;0;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;37;雪山飞猫aa;湖北;人家吃的就不是福岛的;2023-09-01 09:14:55;0;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;37;良哥关注;山东;回复@马克睡不着:以前是霉国表，鬼子演；这次是一起表演。;2023-09-01 05:51:38;1;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;37;马克睡不着;其他;你以为这仨真的会吃福岛的鱼啊？;2023-09-01 04:14:32;7;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;2;螺蛳粉多酸笋啊;其他;只想说这些罪孽深重的鬼，赶紧早死早投胎[吐][吐][吐];2023-09-01 01:18:41;45;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;2;Duan-Gangqing;重庆;罪孽深重的好战日本人就是祸害世界和平的渣渣;2023-09-01 08:24:46;1;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;2;哈哈你是看不见我的;重庆;作恶多端配投胎？？？你是多么的仁慈哦，博爱？;2023-09-01 06:41:04;1;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;56;Susie_X_C_Y_;其他;他们三家商量好的，演个戏给我们中国人看;2023-09-01 01:18:56;29;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;314;孑沨;北京;什么人才吃不干净的东西呀？;2023-09-01 00:38:15;35;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;117;MQ多多的肉;四川;这三家人自己就能消化掉核污水;2023-09-01 00:44:54;29;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;25;塔可莉莉;上海;谁知道他们吃的就一定是福岛的东西呢？这些人有权有势的空运搞一点海鲜过来，又不是办不到;2023-09-01 07:32:06;27;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;25;塔可莉莉;上海;说不定还是从我们大连偷过去的;2023-09-01 07:32:24;2;0.0347316499910573;1
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;14;DW2003_472;河南;这不挺好嘛。日本海鲜卖到韩国，美国，和日本国内。;2023-09-01 06:45:05;15;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;9;奥巴牛OBN1;浙江;核污染水给他们来两箱 [doge];2023-09-01 06:01:06;7;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;497;双面时间;江西;日本人把福岛海鲜卖给韩国，这是韩国的福报。;2023-09-01 02:44:00;14;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;125;加点芝士;湖北;泽圣：这戏我会啊。;2023-09-01 01:03:41;8;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;250;freewind2021;上海;有种天天吃[哈哈];2023-09-01 07:04:12;6;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;25;行者罗格;新疆;查查最近减少进口日本食品的国家是谁？是美国呢;2023-09-01 06:47:14;4;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;733;wb专业丢坨;湖南;个个都是戏精[doge];2023-09-01 05:41:54;8;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;11;也界88868;湖南;日本的海产都卖去美国和韩国就好啦！[赢牛奶][赢牛奶]大家双赢[赢牛奶][赢牛奶];2023-09-01 17:42:47;4;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;146;职业宅男心向大海;北京;美日韩的这些政棍都是装B犯💩👿[二哈];2023-09-01 00:40:19;8;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;2;吐槽有罪论;其他;建议提高驻日驻韩美军的伙食，全天不间断供应福岛海产海鲜，特别是排放口附近的海鲜。[二哈][doge];2023-09-01 13:46:41;3;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;79;山里人018;四川;看见狗吃屎，作为正常人并不能得出屎能吃的结论。[允悲][允悲];2023-09-01 08:10:05;2;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;426;江南北国浪子;河南;喝一个月的核污染水大家才能信。;2023-09-01 08:05:46;5;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;169;君璟如晔;江苏;日本鬼子美国鬼子好好自己吃吧;2023-09-01 07:28:05;4;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;46;修心阿即;香港;小日子敢不敢在福𡷊海中現撈現吃？[挖鼻];2023-09-01 10:14:58;6;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;549;沧海一声笑哈哈笑哈哈;澳门;和新冠的时候一个尿性;2023-09-01 05:14:14;2;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;257;奥莉酱OliviaWang;海外;日本韩国多吃点;2023-09-01 15:41:13;3;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;17;Red_Devils_Fan;其他;你们自己吃好了，反正我们不吃;2023-09-01 11:52:30;4;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;40;b彳o亍y;安徽;好吃你就多吃点;2023-09-01 10:55:42;2;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;0;六耳建宇;其他;美日鬼子自己吃日本海鲜去;2023-09-01 09:21:19;2;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;67;西门木-;海外;这些政棍吃播真可笑，越吃越是在推“核动力产品”[允悲];2023-09-02 04:40:37;0;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;14882;不要在错误的道路上越走越远;安徽;[怒][怒][怒] http://t.cn/A6Oq4uX2;2023-09-01 08:15:22;0;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;2271;红尘俗世云飞扬;广东;挺会演;2023-09-01 07:58:47;3;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;259;苏尔克先生;河南;🇯🇵🇰🇷财团，财阀背后都是华尔街的资本大佬;2023-09-01 08:09:18;3;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;435;醉爱诚诚;西藏;我们这点收入哪里吃得起日本海鲜哦;2023-09-01 12:25:25;1;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;508;JamesWongxxx;香港;多吃点[偷笑][偷笑][偷笑][偷笑];2023-09-01 09:04:26;1;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;259;苏尔克先生;河南;🇺🇸政府本身就是军工复合体和华尔街金融资本大佬财团的傀儡;2023-09-01 08:10:15;1;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;196;爆炸首领V;广东;那不简单，把海鲜卖给美国人个韩国人不就行了[挖鼻];2023-09-01 08:06:03;1;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;374;Sauleo;广东;中国：多吃点[吃瓜];2023-09-01 02:34:16;1;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;0;太湖姜太公;其他;多给日本的孩子们吃吃;2023-09-03 19:31:58;0;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;502;隐秘的小酒窝;广东;拜老头咋不吃呢;2023-09-01 19:12:57;0;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;1190;A钓鱼岛2013;安徽;鬼子两兄弟;2023-09-01 16:40:35;0;0.0347316499910573;0
小凡好摄;重庆;0;150;648;3800;这绝对不是巧合月日，岸田文雄去东京丰洲市场表演吃章鱼。月日，尹锡悦在首尔最大的的鱼市场表演看螃蟹。月日，美国驻日本大使伊曼纽尔在福岛表演吃海鲜逛超市。插曲：日本农林水产大臣野村哲郎称福岛排放的是“污染水”后，岸田文雄要他为此道歉并收回言论。评一句：这“绝对不展开;#黄媒不会说的真相#小凡好摄的微博视频;127;常熟市尚湖镇恒亚达商业设备厂;江苏;我们的领导应该也去我们沿海吃海鲜，提振国内自己海鲜市场;2023-09-01 16:25:44;0;0.0347316499910573;0
